Well,Target,Sample,Cq,File,Exp,,source_file,Well,Fluor,Target,Sample,Cq,Exp
E08,GAPDH,si PYM1,14.25,R2Q2,NMDtargets,,4,C02,SYBR,SLC7A5,HEK_DMSO_2,19.7926568,ncEJCtargets
E09,GAPDH,si PYM1,14.18,R2Q2,NMDtargets,,4,C03,SYBR,SLC7A5,HEK_DMSO_2,19.7829364,ncEJCtargets
E10,GAPDH,si UPF1,13.78,R2Q2,NMDtargets,,4,C04,SYBR,TRIM28,HEK_DMSO_2,32.33649488,ncEJCtargets
E11,GAPDH,si UPF1,14.28,R2Q2,NMDtargets,,4,C05,SYBR,TRIM28,HEK_DMSO_2,33.02598076,ncEJCtargets
E12,GAPDH,si UPF1,13.75,R2Q2,NMDtargets,,4,C06,SYBR,TRIM28,HEK_DMSO_2,32.99055487,ncEJCtargets
F01,SRSF6_PTC+,siNC,22.64,R2Q2,NMDtargets,,4,C07,SYBR,USF2,HEK_DMSO_2,20.95621491,ncEJCtargets
F02,SRSF6_PTC+,siNC,22.67,R2Q2,NMDtargets,,4,C08,SYBR,USF2,HEK_DMSO_2,20.99623336,ncEJCtargets
F03,SRSF6_PTC+,siNC,23.47,R2Q2,NMDtargets,,4,C09,SYBR,USF2,HEK_DMSO_2,20.90118775,ncEJCtargets
F04,SRSF6_PTC+,si eIF4A3,23.12,R2Q2,NMDtargets,,4,D01,SYBR,SLC7A5,HEK_SMG1i_2,19.42011218,ncEJCtargets
F05,SRSF6_PTC+,si eIF4A3,22.68,R2Q2,NMDtargets,,4,D02,SYBR,SLC7A5,HEK_SMG1i_2,19.3959503,ncEJCtargets
F06,SRSF6_PTC+,si eIF4A3,22.75,R2Q2,NMDtargets,,4,D03,SYBR,SLC7A5,HEK_SMG1i_2,19.00321866,ncEJCtargets
F07,SRSF6_PTC+,si PYM1,22.75,R2Q2,NMDtargets,,4,D04,SYBR,TRIM28,HEK_SMG1i_2,31.11815116,ncEJCtargets
F08,SRSF6_PTC+,si PYM1,22.78,R2Q2,NMDtargets,,4,D05,SYBR,TRIM28,HEK_SMG1i_2,30.28414799,ncEJCtargets
F09,SRSF6_PTC+,si PYM1,22.72,R2Q2,NMDtargets,,4,D06,SYBR,TRIM28,HEK_SMG1i_2,30.34459738,ncEJCtargets
F10,SRSF6_PTC+,si UPF1,22.01,R2Q2,NMDtargets,,4,D07,SYBR,USF2,HEK_SMG1i_2,20.91825944,ncEJCtargets
F11,SRSF6_PTC+,si UPF1,22.32,R2Q2,NMDtargets,,4,D08,SYBR,USF2,HEK_SMG1i_2,21.27019568,ncEJCtargets
F12,SRSF6_PTC+,si UPF1,22.41,R2Q2,NMDtargets,,4,D09,SYBR,USF2,HEK_SMG1i_2,21.28612454,ncEJCtargets
A01,RPS9_PTC+,siNC,18.29,R3Q1,NMDtargets,,4,E01,SYBR,SLC7A5,HEK_DMSO_3,22.39685082,ncEJCtargets
A02,RPS9_PTC+,siNC,18.83,R3Q1,NMDtargets,,4,E02,SYBR,SLC7A5,HEK_DMSO_3,22.53911794,ncEJCtargets
A03,RPS9_PTC+,siNC,19.03,R3Q1,NMDtargets,,4,E03,SYBR,SLC7A5,HEK_DMSO_3,22.51918862,ncEJCtargets
A04,RPS9_PTC+,si eIF4A3,19.37,R3Q1,NMDtargets,,4,E04,SYBR,TRIM28,HEK_DMSO_3,28.25181075,ncEJCtargets
A05,RPS9_PTC+,si eIF4A3,19.37,R3Q1,NMDtargets,,4,E05,SYBR,TRIM28,HEK_DMSO_3,32.15920062,ncEJCtargets
A06,RPS9_PTC+,si eIF4A3,19.24,R3Q1,NMDtargets,,4,E06,SYBR,TRIM28,HEK_DMSO_3,27.55978536,ncEJCtargets
A07,RPS9_PTC+,si PYM1,17.78,R3Q1,NMDtargets,,4,E07,SYBR,USF2,HEK_DMSO_3,18.94631537,ncEJCtargets
A08,RPS9_PTC+,si PYM1,19.06,R3Q1,NMDtargets,,4,E08,SYBR,USF2,HEK_DMSO_3,19.02570132,ncEJCtargets
A09,RPS9_PTC+,si PYM1,19.24,R3Q1,NMDtargets,,4,E09,SYBR,USF2,HEK_DMSO_3,19.03193244,ncEJCtargets
A10,RPS9_PTC+,si UPF1,19.34,R3Q1,NMDtargets,,4,F01,SYBR,SLC7A5,HEK_SMG1i_3,22.72326595,ncEJCtargets
A11,RPS9_PTC+,si UPF1,19.28,R3Q1,NMDtargets,,4,F02,SYBR,SLC7A5,HEK_SMG1i_3,22.7883771,ncEJCtargets
A12,RPS9_PTC+,si UPF1,19.32,R3Q1,NMDtargets,,4,F03,SYBR,SLC7A5,HEK_SMG1i_3,22.86970152,ncEJCtargets
B01,RPS9_NOR,siNC,19.41,R3Q1,NMDtargets,,4,F04,SYBR,TRIM28,HEK_SMG1i_3,31.51729975,ncEJCtargets
B02,RPS9_NOR,siNC,19.02,R3Q1,NMDtargets,,4,F05,SYBR,TRIM28,HEK_SMG1i_3,36.27403163,ncEJCtargets
B03,RPS9_NOR,siNC,18.9,R3Q1,NMDtargets,,4,F06,SYBR,TRIM28,HEK_SMG1i_3,32.07364629,ncEJCtargets
B04,RPS9_NOR,si eIF4A3,19.57,R3Q1,NMDtargets,,4,F07,SYBR,USF2,HEK_SMG1i_3,19.88206933,ncEJCtargets
B05,RPS9_NOR,si eIF4A3,18.86,R3Q1,NMDtargets,,4,F08,SYBR,USF2,HEK_SMG1i_3,19.90139842,ncEJCtargets
B06,RPS9_NOR,si eIF4A3,18.8,R3Q1,NMDtargets,,4,F09,SYBR,USF2,HEK_SMG1i_3,19.88621639,ncEJCtargets
B07,RPS9_NOR,si PYM1,19.97,R3Q1,NMDtargets,,4,G01,SYBR,SLC7A5,HCT_DMSO_1,19.86101506,ncEJCtargets
B08,RPS9_NOR,si PYM1,19.86,R3Q1,NMDtargets,,4,G02,SYBR,SLC7A5,HCT_DMSO_1,19.78711817,ncEJCtargets
B09,RPS9_NOR,si PYM1,19.78,R3Q1,NMDtargets,,4,G03,SYBR,SLC7A5,HCT_DMSO_1,19.88474699,ncEJCtargets
B10,RPS9_NOR,si UPF1,20.29,R3Q1,NMDtargets,,4,G04,SYBR,TRIM28,HCT_DMSO_1,32.67709343,ncEJCtargets
B11,RPS9_NOR,si UPF1,20.2,R3Q1,NMDtargets,,4,G05,SYBR,TRIM28,HCT_DMSO_1,32.90810779,ncEJCtargets
B12,RPS9_NOR,si UPF1,20.17,R3Q1,NMDtargets,,4,G06,SYBR,TRIM28,HCT_DMSO_1,32.96220754,ncEJCtargets
C01,GAPDH,siNC,17.97,R3Q1,NMDtargets,,4,G07,SYBR,USF2,HCT_DMSO_1,20.96351344,ncEJCtargets
C02,GAPDH,siNC,17.71,R3Q1,NMDtargets,,4,G08,SYBR,USF2,HCT_DMSO_1,20.98567844,ncEJCtargets
C03,GAPDH,siNC,17.76,R3Q1,NMDtargets,,4,G09,SYBR,USF2,HCT_DMSO_1,20.94358846,ncEJCtargets
C04,GAPDH,si eIF4A3,18.16,R3Q1,NMDtargets,,4,H01,SYBR,SLC7A5,HCT_SMG1i_1,19.66715543,ncEJCtargets
C05,GAPDH,si eIF4A3,18.21,R3Q1,NMDtargets,,4,H02,SYBR,SLC7A5,HCT_SMG1i_1,19.76299019,ncEJCtargets
C06,GAPDH,si eIF4A3,18.13,R3Q1,NMDtargets,,4,H03,SYBR,SLC7A5,HCT_SMG1i_1,19.74264232,ncEJCtargets
C07,GAPDH,si PYM1,18.61,R3Q1,NMDtargets,,4,H04,SYBR,TRIM28,HCT_SMG1i_1,29.85994187,ncEJCtargets
C08,GAPDH,si PYM1,18.35,R3Q1,NMDtargets,,4,H05,SYBR,TRIM28,HCT_SMG1i_1,30.16756471,ncEJCtargets
C09,GAPDH,si PYM1,18.02,R3Q1,NMDtargets,,4,H06,SYBR,TRIM28,HCT_SMG1i_1,29.78146358,ncEJCtargets
C10,GAPDH,si UPF1,18.09,R3Q1,NMDtargets,,4,H07,SYBR,USF2,HCT_SMG1i_1,21.49804983,ncEJCtargets
C11,GAPDH,si UPF1,17.74,R3Q1,NMDtargets,,4,H08,SYBR,USF2,HCT_SMG1i_1,21.58018859,ncEJCtargets
C12,GAPDH,si UPF1,17.68,R3Q1,NMDtargets,,4,H09,SYBR,USF2,HCT_SMG1i_1,21.62309828,ncEJCtargets
D01,B-actin,siNC,18.96,R3Q1,NMDtargets,,5,A01,SYBR,ACTB,HEK_DMSO_4,14.72945925,ncEJCtargets
D02,B-actin,siNC,18.76,R3Q1,NMDtargets,,5,A02,SYBR,ACTB,HEK_DMSO_4,14.74873756,ncEJCtargets
D03,B-actin,siNC,18.53,R3Q1,NMDtargets,,5,A03,SYBR,ACTB,HEK_DMSO_4,14.7613449,ncEJCtargets
D04,B-actin,si eIF4A3,19.16,R3Q1,NMDtargets,,5,A04,SYBR,ACTB,HEK_DMSO_5,14.85584893,ncEJCtargets
D05,B-actin,si eIF4A3,18.92,R3Q1,NMDtargets,,5,A05,SYBR,ACTB,HEK_DMSO_5,14.97895115,ncEJCtargets
D06,B-actin,si eIF4A3,19.24,R3Q1,NMDtargets,,5,A06,SYBR,ACTB,HEK_DMSO_5,14.91613215,ncEJCtargets
D07,B-actin,si PYM1,18.17,R3Q1,NMDtargets,,5,A07,SYBR,ACTB,HEK_SMG1i_4,14.99681369,ncEJCtargets
D08,B-actin,si PYM1,18.24,R3Q1,NMDtargets,,5,A08,SYBR,ACTB,HEK_SMG1i_4,15.14110329,ncEJCtargets
D09,B-actin,si PYM1,17.5,R3Q1,NMDtargets,,5,A09,SYBR,ACTB,HEK_SMG1i_4,15.26944356,ncEJCtargets
D10,B-actin,si UPF1,17.36,R3Q1,NMDtargets,,5,A10,SYBR,ACTB,HEK_SMG1i_5,14.88267422,ncEJCtargets
D11,B-actin,si UPF1,15.54,R3Q1,NMDtargets,,5,A11,SYBR,ACTB,HEK_SMG1i_5,15.06100133,ncEJCtargets
D12,B-actin,si UPF1,14.78,R3Q1,NMDtargets,,5,A12,SYBR,ACTB,HEK_SMG1i_5,15.11267471,ncEJCtargets
E01,SRSF3_PTC+,siNC,25.88,R3Q1,NMDtargets,,5,B01,SYBR,SRSF3_NOR,HEK_DMSO_4,18.56611127,ncEJCtargets
E02,SRSF3_PTC+,siNC,24.91,R3Q1,NMDtargets,,5,B02,SYBR,SRSF3_NOR,HEK_DMSO_4,18.52563343,ncEJCtargets
E03,SRSF3_PTC+,siNC,25.09,R3Q1,NMDtargets,,5,B03,SYBR,SRSF3_NOR,HEK_DMSO_4,18.4577157,ncEJCtargets
E04,SRSF3_PTC+,si eIF4A3,23.15,R3Q1,NMDtargets,,5,B04,SYBR,SRSF3_NOR,HEK_DMSO_5,18.66615743,ncEJCtargets
E05,SRSF3_PTC+,si eIF4A3,21.47,R3Q1,NMDtargets,,5,B05,SYBR,SRSF3_NOR,HEK_DMSO_5,18.88823283,ncEJCtargets
E06,SRSF3_PTC+,si eIF4A3,20.91,R3Q1,NMDtargets,,5,B06,SYBR,SRSF3_NOR,HEK_DMSO_5,18.66804607,ncEJCtargets
E07,SRSF3_PTC+,si PYM1,23.65,R3Q1,NMDtargets,,5,B07,SYBR,SRSF3_NOR,HEK_SMG1i_4,19.13810355,ncEJCtargets
E08,SRSF3_PTC+,si PYM1,24.47,R3Q1,NMDtargets,,5,B08,SYBR,SRSF3_NOR,HEK_SMG1i_4,18.97031076,ncEJCtargets
E09,SRSF3_PTC+,si PYM1,24.37,R3Q1,NMDtargets,,5,B09,SYBR,SRSF3_NOR,HEK_SMG1i_4,19.08136419,ncEJCtargets
E10,SRSF3_PTC+,si UPF1,24.43,R3Q1,NMDtargets,,5,B10,SYBR,SRSF3_NOR,HEK_SMG1i_5,18.94999051,ncEJCtargets
E11,SRSF3_PTC+,si UPF1,23.85,R3Q1,NMDtargets,,5,B11,SYBR,SRSF3_NOR,HEK_SMG1i_5,18.96180559,ncEJCtargets
E12,SRSF3_PTC+,si UPF1,23.95,R3Q1,NMDtargets,,5,B12,SYBR,SRSF3_NOR,HEK_SMG1i_5,18.95990568,ncEJCtargets
F01,SRSF3_NOR,siNC,19.78,R3Q1,NMDtargets,,5,C01,SYBR,SRSF3_PTC,HEK_DMSO_4,20.11238932,ncEJCtargets
F02,SRSF3_NOR,siNC,18.81,R3Q1,NMDtargets,,5,C02,SYBR,SRSF3_PTC,HEK_DMSO_4,20.21534311,ncEJCtargets
F03,SRSF3_NOR,siNC,18.99,R3Q1,NMDtargets,,5,C03,SYBR,SRSF3_PTC,HEK_DMSO_4,20.08979512,ncEJCtargets
F04,SRSF3_NOR,si eIF4A3,19.93,R3Q1,NMDtargets,,5,C04,SYBR,SRSF3_PTC,HEK_DMSO_5,20.17848931,ncEJCtargets
F05,SRSF3_NOR,si eIF4A3,19.84,R3Q1,NMDtargets,,5,C05,SYBR,SRSF3_PTC,HEK_DMSO_5,20.22597827,ncEJCtargets
F06,SRSF3_NOR,si eIF4A3,20.88,R3Q1,NMDtargets,,5,C06,SYBR,SRSF3_PTC,HEK_DMSO_5,20.1983299,ncEJCtargets
F07,SRSF3_NOR,si PYM1,19.86,R3Q1,NMDtargets,,5,C07,SYBR,SRSF3_PTC,HEK_SMG1i_4,18.18797132,ncEJCtargets
F08,SRSF3_NOR,si PYM1,19.89,R3Q1,NMDtargets,,5,C08,SYBR,SRSF3_PTC,HEK_SMG1i_4,18.16716424,ncEJCtargets
F09,SRSF3_NOR,si PYM1,20.01,R3Q1,NMDtargets,,5,C09,SYBR,SRSF3_PTC,HEK_SMG1i_4,18.04062854,ncEJCtargets
F10,SRSF3_NOR,si UPF1,19.97,R3Q1,NMDtargets,,5,C10,SYBR,SRSF3_PTC,HEK_SMG1i_5,18.14745179,ncEJCtargets
F11,SRSF3_NOR,si UPF1,19.66,R3Q1,NMDtargets,,5,C11,SYBR,SRSF3_PTC,HEK_SMG1i_5,18.10859759,ncEJCtargets
F12,SRSF3_NOR,si UPF1,19.97,R3Q1,NMDtargets,,5,C12,SYBR,SRSF3_PTC,HEK_SMG1i_5,18.0171833,ncEJCtargets
G01,RSRC2_PTC+,siNC,22.65,R3Q1,NMDtargets,,5,D01,SYBR,BRD2,HEK_DMSO_4,16.10538029,ncEJCtargets
G02,RSRC2_PTC+,siNC,22.07,R3Q1,NMDtargets,,5,D02,SYBR,BRD2,HEK_DMSO_4,16.07586702,ncEJCtargets
G03,RSRC2_PTC+,siNC,22.01,R3Q1,NMDtargets,,5,D03,SYBR,BRD2,HEK_DMSO_4,16.06446409,ncEJCtargets
G04,RSRC2_PTC+,si eIF4A3,19.51,R3Q1,NMDtargets,,5,D04,SYBR,BRD2,HEK_DMSO_5,16.03258347,ncEJCtargets
G05,RSRC2_PTC+,si eIF4A3,19.31,R3Q1,NMDtargets,,5,D05,SYBR,BRD2,HEK_DMSO_5,16.22902762,ncEJCtargets
G06,RSRC2_PTC+,si eIF4A3,19.33,R3Q1,NMDtargets,,5,D06,SYBR,BRD2,HEK_DMSO_5,16.31741296,ncEJCtargets
G07,RSRC2_PTC+,si PYM1,21.28,R3Q1,NMDtargets,,5,D07,SYBR,BRD2,HEK_SMG1i_4,14.66801104,ncEJCtargets
G08,RSRC2_PTC+,si PYM1,21.57,R3Q1,NMDtargets,,5,D08,SYBR,BRD2,HEK_SMG1i_4,14.60077607,ncEJCtargets
G09,RSRC2_PTC+,si PYM1,21.76,R3Q1,NMDtargets,,5,D09,SYBR,BRD2,HEK_SMG1i_4,14.72499348,ncEJCtargets
G10,RSRC2_PTC+,si UPF1,21.54,R3Q1,NMDtargets,,5,D10,SYBR,BRD2,HEK_SMG1i_5,14.83236192,ncEJCtargets
G11,RSRC2_PTC+,si UPF1,21.66,R3Q1,NMDtargets,,5,D11,SYBR,BRD2,HEK_SMG1i_5,14.94334007,ncEJCtargets
G12,RSRC2_PTC+,si UPF1,22.18,R3Q1,NMDtargets,,5,D12,SYBR,BRD2,HEK_SMG1i_5,14.53216474,ncEJCtargets
H01,RSRC2_NOR,siNC,19.9,R3Q1,NMDtargets,,5,E01,SYBR,CAPN1,HEK_DMSO_4,21.67387157,ncEJCtargets
H02,RSRC2_NOR,siNC,19.65,R3Q1,NMDtargets,,5,E02,SYBR,CAPN1,HEK_DMSO_4,21.79861452,ncEJCtargets
H03,RSRC2_NOR,siNC,19.71,R3Q1,NMDtargets,,5,E03,SYBR,CAPN1,HEK_DMSO_4,21.85424126,ncEJCtargets
H04,RSRC2_NOR,si eIF4A3,18.7,R3Q1,NMDtargets,,5,E04,SYBR,CAPN1,HEK_DMSO_5,21.73084906,ncEJCtargets
H05,RSRC2_NOR,si eIF4A3,18.78,R3Q1,NMDtargets,,5,E05,SYBR,CAPN1,HEK_DMSO_5,21.84341191,ncEJCtargets
H06,RSRC2_NOR,si eIF4A3,18.92,R3Q1,NMDtargets,,5,E06,SYBR,CAPN1,HEK_DMSO_5,21.90106514,ncEJCtargets
H07,RSRC2_NOR,si PYM1,18.67,R3Q1,NMDtargets,,5,E07,SYBR,CAPN1,HEK_SMG1i_4,21.8237251,ncEJCtargets
H08,RSRC2_NOR,si PYM1,19.72,R3Q1,NMDtargets,,5,E08,SYBR,CAPN1,HEK_SMG1i_4,21.84522888,ncEJCtargets
H09,RSRC2_NOR,si PYM1,19.5,R3Q1,NMDtargets,,5,E09,SYBR,CAPN1,HEK_SMG1i_4,21.80572626,ncEJCtargets
H10,RSRC2_NOR,si UPF1,19.98,R3Q1,NMDtargets,,5,E10,SYBR,CAPN1,HEK_SMG1i_5,21.90713284,ncEJCtargets
H11,RSRC2_NOR,si UPF1,20.36,R3Q1,NMDtargets,,5,E11,SYBR,CAPN1,HEK_SMG1i_5,21.91945528,ncEJCtargets
H12,RSRC2_NOR,si UPF1,20.5,R3Q1,NMDtargets,,5,E12,SYBR,CAPN1,HEK_SMG1i_5,21.80796306,ncEJCtargets
A01,SRSF2_PTC+,siNC,26.2,R3Q2,NMDtargets,,5,F01,SYBR,DAZAP1,HEK_DMSO_4,16.9157167,ncEJCtargets
A02,SRSF2_PTC+,siNC,26.23,R3Q2,NMDtargets,,5,F02,SYBR,DAZAP1,HEK_DMSO_4,17.01563858,ncEJCtargets
A03,SRSF2_PTC+,siNC,26.03,R3Q2,NMDtargets,,5,F03,SYBR,DAZAP1,HEK_DMSO_4,16.96205975,ncEJCtargets
A04,SRSF2_PTC+,si eIF4A3,23.26,R3Q2,NMDtargets,,5,F04,SYBR,DAZAP1,HEK_DMSO_5,16.94238078,ncEJCtargets
A05,SRSF2_PTC+,si eIF4A3,23.27,R3Q2,NMDtargets,,5,F05,SYBR,DAZAP1,HEK_DMSO_5,17.02487487,ncEJCtargets
A06,SRSF2_PTC+,si eIF4A3,23.52,R3Q2,NMDtargets,,5,F06,SYBR,DAZAP1,HEK_DMSO_5,17.04762627,ncEJCtargets
A07,SRSF2_PTC+,si PYM1,26.2,R3Q2,NMDtargets,,5,F07,SYBR,DAZAP1,HEK_SMG1i_4,17.29750105,ncEJCtargets
A08,SRSF2_PTC+,si PYM1,26.17,R3Q2,NMDtargets,,5,F08,SYBR,DAZAP1,HEK_SMG1i_4,17.28912272,ncEJCtargets
A09,SRSF2_PTC+,si PYM1,26.11,R3Q2,NMDtargets,,5,F09,SYBR,DAZAP1,HEK_SMG1i_4,17.23485148,ncEJCtargets
A10,SRSF2_PTC+,si UPF1,25.81,R3Q2,NMDtargets,,5,F10,SYBR,DAZAP1,HEK_SMG1i_5,17.45702559,ncEJCtargets
A11,SRSF2_PTC+,si UPF1,26.29,R3Q2,NMDtargets,,5,F11,SYBR,DAZAP1,HEK_SMG1i_5,17.37003562,ncEJCtargets
A12,SRSF2_PTC+,si UPF1,26.82,R3Q2,NMDtargets,,5,F12,SYBR,DAZAP1,HEK_SMG1i_5,17.29129147,ncEJCtargets
B01,SRSF2_NOR,siNC,20.08,R3Q2,NMDtargets,,5,G01,SYBR,EIF4G1,HEK_DMSO_4,17.19025811,ncEJCtargets
B02,SRSF2_NOR,siNC,20.08,R3Q2,NMDtargets,,5,G02,SYBR,EIF4G1,HEK_DMSO_4,17.33195398,ncEJCtargets
B03,SRSF2_NOR,siNC,19.83,R3Q2,NMDtargets,,5,G03,SYBR,EIF4G1,HEK_DMSO_4,17.32347708,ncEJCtargets
B04,SRSF2_NOR,si eIF4A3,21.82,R3Q2,NMDtargets,,5,G04,SYBR,EIF4G1,HEK_DMSO_5,17.4349718,ncEJCtargets
B05,SRSF2_NOR,si eIF4A3,21.36,R3Q2,NMDtargets,,5,G05,SYBR,EIF4G1,HEK_DMSO_5,17.57874086,ncEJCtargets
B06,SRSF2_NOR,si eIF4A3,21.01,R3Q2,NMDtargets,,5,G06,SYBR,EIF4G1,HEK_DMSO_5,17.56306603,ncEJCtargets
B07,SRSF2_NOR,si PYM1,20.66,R3Q2,NMDtargets,,5,G07,SYBR,EIF4G1,HEK_SMG1i_4,17.90445155,ncEJCtargets
B08,SRSF2_NOR,si PYM1,20.94,R3Q2,NMDtargets,,5,G08,SYBR,EIF4G1,HEK_SMG1i_4,17.85066537,ncEJCtargets
B09,SRSF2_NOR,si PYM1,20.8,R3Q2,NMDtargets,,5,G09,SYBR,EIF4G1,HEK_SMG1i_4,17.91181204,ncEJCtargets
B10,SRSF2_NOR,si UPF1,20.87,R3Q2,NMDtargets,,5,G10,SYBR,EIF4G1,HEK_SMG1i_5,17.74332897,ncEJCtargets
B11,SRSF2_NOR,si UPF1,21.18,R3Q2,NMDtargets,,5,G11,SYBR,EIF4G1,HEK_SMG1i_5,17.79536428,ncEJCtargets
B12,SRSF2_NOR,si UPF1,21.5,R3Q2,NMDtargets,,5,G12,SYBR,EIF4G1,HEK_SMG1i_5,17.88021996,ncEJCtargets
C01,GAPDH,siNC,17.65,R3Q2,NMDtargets,,5,H01,SYBR,EPHA2,HEK_DMSO_4,21.60109958,ncEJCtargets
C02,GAPDH,siNC,17.51,R3Q2,NMDtargets,,5,H02,SYBR,EPHA2,HEK_DMSO_4,21.7920196,ncEJCtargets
C03,GAPDH,siNC,17.32,R3Q2,NMDtargets,,5,H03,SYBR,EPHA2,HEK_DMSO_4,21.78932929,ncEJCtargets
C04,GAPDH,si eIF4A3,17.92,R3Q2,NMDtargets,,5,H04,SYBR,EPHA2,HEK_DMSO_5,21.68696729,ncEJCtargets
C05,GAPDH,si eIF4A3,18.17,R3Q2,NMDtargets,,5,H05,SYBR,EPHA2,HEK_DMSO_5,21.73508948,ncEJCtargets
C06,GAPDH,si eIF4A3,18.42,R3Q2,NMDtargets,,5,H06,SYBR,EPHA2,HEK_DMSO_5,21.76361795,ncEJCtargets
C07,GAPDH,si PYM1,17.83,R3Q2,NMDtargets,,5,H07,SYBR,EPHA2,HEK_SMG1i_4,21.71203779,ncEJCtargets
C08,GAPDH,si PYM1,18.33,R3Q2,NMDtargets,,5,H08,SYBR,EPHA2,HEK_SMG1i_4,21.78391484,ncEJCtargets
C09,GAPDH,si PYM1,18.51,R3Q2,NMDtargets,,5,H09,SYBR,EPHA2,HEK_SMG1i_4,21.75628317,ncEJCtargets
C10,GAPDH,si UPF1,17.85,R3Q2,NMDtargets,,5,H10,SYBR,EPHA2,HEK_SMG1i_5,21.80766704,ncEJCtargets
C11,GAPDH,si UPF1,17.93,R3Q2,NMDtargets,,5,H11,SYBR,EPHA2,HEK_SMG1i_5,21.8059328,ncEJCtargets
C12,GAPDH,si UPF1,18.11,R3Q2,NMDtargets,,5,H12,SYBR,EPHA2,HEK_SMG1i_5,21.75177813,ncEJCtargets
D01,B-actin,siNC,17.12,R3Q2,NMDtargets,,6,A01,SYBR,FOXK1,HEK_DMSO_4,22.14595602,ncEJCtargets
D02,B-actin,siNC,17.43,R3Q2,NMDtargets,,6,A02,SYBR,FOXK1,HEK_DMSO_4,22.40344136,ncEJCtargets
D03,B-actin,siNC,17.75,R3Q2,NMDtargets,,6,A03,SYBR,FOXK1,HEK_DMSO_4,22.5414254,ncEJCtargets
D04,B-actin,si eIF4A3,18.65,R3Q2,NMDtargets,,6,A04,SYBR,FOXK1,HEK_DMSO_5,22.62115461,ncEJCtargets
